11;101;Кумертау - Мелеуз;30,5;Кумертау АВ, Алексеевка, Ира, Мелеуз АВ ;Мелеуз АВ, Ира, Алексеевка, Кумертау АВ ;"Бабаевская ул. (Кумертау), Магистральная ул. (Кумертау), Шоссейная ул. (Кумертау), а.д. Р-240 ""Уфа - Оренбург"", Березовая ул. (Каран), Ленина ул. (Мелеуз), Бурангулова ул. (Мелеуз)";"Бурангулова ул. (Мелеуз), Ленина ул. (Мелеуз), Березовая ул. (Каран), а.д. Р-240 ""Уфа - Оренбург"", Шоссейная ул. (Кумертау), Магистральная ул. (Кумертау), Бабаевская ул. (Кумертау)";6;NULL;6;NULL
12;102;Нефтекамск - Куяново;47,03;Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Нагаево, Актанышбаш, КНС 7, Шушнур, Новая Мушта, Сабанчи, Шарипово, Купербаш, КНС 22, Промысел, Куяново ;Куяново, Промысел, КНС 22, Купербаш, Шарипово, Сабанчи, Новая Мушта, Шушнур, КНС 7, Актанышбаш, Нагаево, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск""";"а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";3;NULL;3;NULL
13;102;Янаул - Калтасы;57,35; Янаул АС, Каймаша, Татышлы перекрёсток, Орловка (Петровка) перекрёсток, Атлегач, Ижболдино, Краснохолмская АС, Киебак, Калмаш, Калтасы; Калтасы, Калмаш, Киебак, Краснохолмская АС, Ижболдино, Атлегач, Орловка (Петровка) перекрёсток, Татышлы перекрёсток, Каймаша, Янаул АС;"Худайбердина ул. (Янаул), Азина ул. (Янаул), а.д. 80К-029 ""Уфа - Бирск - Янаул"", Школьная ул. (Ижболдино), а.д. Р-315, а.д. 80Н-032 ""Красный Холм - Нефтекамск""";"а.д. 80Н-032 ""Красный Холм - Нефтекамск"", а.д. Р-315, Школьная ул. (Ижболдино), а.д. 80К-029 ""Уфа - Бирск - Янаул"", Азина ул. (Янаул), Худайбердина ул. (Янаул)";1;NULL;1;NULL
14;102;Ишимбай (рынок) - Стерлитамак АВ;35; Ишимбай АВ, Левый берег, ИЗТМ, Развилка, Кантюковка, Васильевка, Наумовка, Покровка, 6 совхоз, Сады Ильмень, Ашкадар, Питомник, Колхозный рынок АС;Колхозный рынок АС, Питомник, Ашкадар, Сады Ильмень, 6 совхоз, Покровка, Наумовка, Васильевка, Аллагуват, Кантюковка, Развилка, ИЗТМ, Левый берег, Ишимбай АВ;NULL;NULL;7;7;NULL;NULL
15;102;Салават - Мелеуз;49,4; Салават АВ, Юлдаш, Зирган, Климовка, Ивановка, Васильевка, Самаровка, Мелеуз АВ;Мелеуз АВ, Самаровка, Васильевка, Ивановка, Климовка, Зирган, Юлдаш, Салават АВ ;"Вокзальная ул. (Салават), Малая объездная дорога (Салават), а.д. Р-240 ""Уфа - Оренбург""";"а.д. Р-240 ""Уфа - Оренбург"", Малая объездная дорога (Салават), Вокзальная ул. (Салават)";6;NULL;6;NULL
16;102;Бижбуляк - Приютово;42; Бижбуляк АС, Калиновка, Ивановка, Шкапово, Развилка, Ик Вершина, Река Ик, Павловский (Чегодаевский) перекрёсток, Приютово АС; Приютово АС, Павловский (Чегодаевский) перекрёсток, Река Ик, Ик Вершина, Развилка, Шкапово, Ивановка, Калиновка, Бижбуляк АС;"Центральная ул. (Бижбуляк), а.д. 80Н-042 ""Приютово - Бижбуляк"", Комсомольская ул. (Приютово), Магистральная ул. (Приютово), 50 лет ВЛКМС ул. (Приютово)";"Карла Маркса ул. (Приютово), Магистральная ул. (Приютово), Комсомольская ул. (Приютово), а.д. 80Н-042 ""Приютово - Бижбуляк"", Центральная ул. (Бижбуляк)";1;1;NULL;NULL
17;102;Кумертау - Ермолаево;18,9; Кумертау АВ, Ермолаево; Ермолаево, Кумертау АВ;Палатникова ул. (Кумертау), 60 лет БАССР ул. (Кумертау), Логовая ул. (Кумертау), 60 лет БАССР ул. (Кумертау), Пушкина ул. (Кумертау), Бабаевская ул. (Кумертау), Карла Маркса ул. (Кумертау), Советская ул. (Ермолаево);Советская ул. (Ермолаево), Карла Маркса ул. (Кумертау), Бабаевская ул. (Кумертау), Пушкина ул. (Кумертау), 60 лет БАССР ул. (Кумертау), Логовая ул. (Кумертау), 60 лет БАССР ул. (Кумертау), Палатникова ул. (Кумертау);6;6;NULL;NULL
18;103;Уфа (Северный автовокзал) - Ст.Черкассы;21,8;Северный автовокзал, Колхозный рынок, Больница №17, Хлебзавод №8, Химпром, Степановский поворот, Сад №3, Сад №4, Новые Черкассы поворот, Старые Черкассы ;Старые Черкассы, Новые Черкассы поворот, Сад №4, Сад №3, Степановский поворот, Химпром, Хлебзавод №8, Больница №17, Колхозный рынок, Северный автовокзал ;NULL;NULL;7;7;NULL;NULL
19;103;Петровск - Стерлитамак;39; Петровское АС, Михайловка, Ахмерово, Ишеево, поворот Октябрь, ДК Сода, Колхозный рынок АС, Стерлитамак АВ; Стерлитамак АВ, Колхозный рынок АС, ДК Сода, поворот Октябрь, Ишеево, Ахмерово, Михайловка, Петровское АС;"Ленина ул. (Петровское), Школьная ул. (Петровское), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Узянбаевых ул. (Ишеево), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", ул. Кочетова (Стерлитамак), ул. Менделеева (Стерлитамак), Социалистическая ул. (Стерлитамак), Лесная ул. (Стерлитамак), Вокзальная ул. (Стерлитамак), ул. Худайбердина (Стерлитамак), Мира ул. (Стерлитамак), ул. Худайбердина (Стерлитамак)";"ул. Худайбердина (Стерлитамак), Мира ул. (Стерлитамак), ул. Худайбердина (Стерлитамак), Вокзальная ул. (Стерлитамак), Лесная ул. (Стерлитамак), Социалистическая ул. (Стерлитамак), ул. Менделеева (Стерлитамак), ул. Кочетова (Стерлитамак), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Узянбаевых ул. (Ишеево), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Школьная ул. (Петровское), Ленина ул. (Петровское)";2;NULL;2;NULL
20;105;Уфа (Северный автовокзал) - В.Изяк;50,3;Северный автовокзал, Парниковое хозяйство, Железобетонный завод №1, Сад №3, Керамика, Щепное, поворот Красный пахарь, Сад №4, Ильина Поляна, Турушлы, Успенка, Верхний Изяк ;Верхний Изяк, Успенка, Турушлы, Ильина Поляна, Сад №4, поворот Красный пахарь, Щепное, Керамика, Сад №3, Железобетонный завод №1, Парниковое хозяйство, Северный автовокзал ;NULL;NULL;2;2;NULL;NULL
21;105;Нефтекамск - Н. Буртюк;55;Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Нагаево, Актанышбаш, КНС 7, Шушнур, Новая Мушта, Сабанчи, Шарипово, Купербаш, КНС 22, Промысел, Редькино, Куяново, Профилакторий, Хазино, Новая Бура, Новый Буртюк ;Новый Буртюк, Новая Бура, Хазино, Профилакторий, Куяново, Редькино, Промысел, КНС 22, Купербаш, Шарипово, Сабанчи, Новая Мушта, Шушнур, КНС 7, Актанышбаш, Нагаево, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", а.д. подъезд к д. Новый Буртюк";"а.д. подъезд к д. Новый Буртюк, а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;1;NULL;NULL
22;105;Семилетка - В.Яркеево;51;Семилетка, Бишкураево, Илякшиде, Бишкураево, Верхнеманчарово, Игметово, Абдуллино, Игметово, Кызыл-Байрак, Верхнеяркеево АС ;Верхнеяркеево АС, Кызыл-Байрак, Игметово, Абдуллино, Игметово, Верхнеманчарово, Бишкураево, Илякшиде, Бишкураево, Семилетка ;"а.д. 80Н-253 ""Асяново - Нижнеманчарово - Семилетка"", а.д. 80Н-014 ""Верхнеманчарово - Исмаилово"", а.д. Игметово - Абдуллино, а.д. 80Н-014 ""Верхнеманчарово - Исмаилово"", а.д. М-7 ""Волга"", Чапаева ул. (Верхнеяркеево)";"Чапаева ул. (Верхнеяркеево), а.д. М-7 ""Волга"", а.д. 80Н-014 ""Верхнеманчарово - Исмаилово"", а.д. Игметово - Абдуллино, а.д. 80Н-014 ""Верхнеманчарово - Исмаилово"", а.д. 80Н-253 ""Асяново - Нижнеманчарово - Семилетка""";1;1;NULL;NULL
23;105;Кумертау - Кинзебаево;46,7;Кумертау АВ, Ермолаево, Новая Уралка, Знаменка, Кривля, Павловка, Кинзебаево ; Кинзебаево, Павловка, Кривля, Знаменка, Новая Уралка, Ермолаево, Кумертау АВ;"Бабаевская ул. (Кумертау), Карла Маркса ул. (Кумертау), Советская ул. (Ермолаево), а.д. 80К-034 ""Южный подъезд к с. Ермолаево"", а.д. Р-240 ""Уфа - Оренбург"", а.д. 80Н-382 ""Новая Уралка - Кривле-Илюшкино"", а.д. Знаменка - Кинзебаево";"а.д. Знаменка - Кинзебаево, а.д. 80Н-382 ""Новая Уралка - Кривле-Илюшкино"", а.д. Р-240 ""Уфа - Оренбург"", а.д. 80К-034 ""Южный подъезд к с. Ермолаево"", Советская ул. (Ермолаево), Карла Маркса ул. (Кумертау), Бабаевская ул. (Кумертау)";1;1;NULL;NULL
24;106;Октябрьский - Туймазы;23,48;"""Октябрьский АВ, Нарышево, Киоск """"Весна"""", Магазин """"Луч"""", Тубанкуль, Туймазы АВ """;""" Туймазы АВ, Центральный рынок, ДК """"Родина"""", Тубанкуль, Киоск """"Вояж"""", Магазин """"Луч"""", Киоск """"Весна"""", Старые Туймазы, Нарышево, Октябрьский АВ""";"Губкина ул. (Октябрьский), Северная ул. (Октябрьский), Кооперативная ул. (Октябрьский), а.д. 80Н-479 ""Октябрьский - Туймазы"", Островского ул. (Туймазы), 70 лет Октября ул. (Туймазы)";"70 лет Октября ул. (Туймазы), Островского ул. (Туймазы), а.д. 80Н-479 ""Октябрьский - Туймазы"", Кооперативная ул. (Октябрьский), Северная ул. (Октябрьский), Губкина ул. (Октябрьский)";8;NULL;NULL;8
25;106;Нефтекамск - Н.Янзигит;36;Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Ашит, Миняевка, Новый Янзигит;Новый Янзигит, Миняевка, Ашит, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80Н-344 ""Ашит - Агидель""";"а.д. 80Н-344 ""Ашит - Агидель"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;NULL;NULL;1
26;106;Нефтекамск - Ст. Янзигит ч/з Ст. Мушта;44; Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Ашит, Миняевка, Новый Янзигит, Старая Мушта, Старый Янзигит;Старый Янзигит, Старая Мушта, Новый Янзигит, Миняевка, Ашит, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80Н-344 ""Ашит - Агидель"", а.д. 80Н-345 ""Новый Янзигит - Старая Мушта"", Победы ул. (Старый Янзигит)";"Победы ул. (Старый Янзигит), а.д. 80Н-345 ""Новый Янзигит - Старая Мушта"", а.д. 80Н-344 ""Ашит - Агидель"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;1;NULL;NULL
27;106 М;Нефтекамск - Ст.Янзигит;60;Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Ашит, Миняевка, Новый Янзигит, Старый Янзигит ;Старый Янзигит, Новый Янзигит, Миняевка, Ашит, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80Н-344 ""Ашит - Агидель""";"а.д. 80Н-344 ""Ашит - Агидель"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;NULL;1;NULL
28;106;Стерлитамак - Мебельный;26; Стерлитамак АВ, Горгаз, ДК Сода, пос. Шахтау, Дом Отдыха, пос. Мебельный;пос. Мебельный, Дом Отдыха, пос. Шахтау, ДК Сода, Горгаз, Стерлитамак АВ ;"ул. Худайбердина (Стерлитамак), Вокзальная ул. (Стерлитамак), Лесная ул. (Стерлитамак), Социалистическая ул. (Стерлитамак), ул. Менделеева (Стерлитамак), ул. Кочетова (Стерлитамак), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Карла Либкнехта ул. (Шахтау), а.д. 80Н-067 ""Янгискаин - Мраково - Юрактау - дом отдыха ""Шихан""""";"а.д. 80Н-067 ""Янгискаин - Мраково - Юрактау - дом отдыха ""Шихан"""", Карла Либкнехта ул. (Шахтау), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", ул. Кочетова (Стерлитамак), ул. Менделеева (Стерлитамак), Социалистическая ул. (Стерлитамак), Лесная ул. (Стерлитамак), Вокзальная ул. (Стерлитамак), ул. Худайбердина (Стерлитамак)";1;NULL;1;NULL
29;106;Салават - Сухаревка;29,81; Салават АВ, Корнеевка, Даниловка, Корнеевка, Сухаревка;Сухаревка, Корнеевка, Салават АВ ;"Вокзальная ул. (Салават), Индустриальная ул. (Салават), а.д. 80Н-391 ""Салават - Дмитриевка - Петропавловка - а.д. Мелеуз - Федоровка"", а.д. Даниловка - Корнеевка, а.д. 80Н-391 ""Салават - Дмитриевка - Петропавловка - а.д. Мелеуз - Федоровка""";"а.д. 80Н-391 ""Салават - Дмитриевка - Петропавловка - а.д. Мелеуз - Федоровка"", Индустриальная ул. (Салават), Вокзальная ул. (Салават)";1;1;NULL;NULL
30;107;Дюртюли - Базитамак;36; Дюртюли АВ, Кушулево, пер. Староболтачево, Исмайлово, Зитембяк, Кужбахты, Старонадырово, Татарский Менеуз, Базитамак;Базитамак, Татарский Менеуз, Старонадырово, Кужбахты, Зитембяк, Исмайлово, пер. Староболтачево, Кушулево, Дюртюли АВ ;"Василия Горшкова ул. (Дюртюли), Ленина ул. (Дюртюли), Комсомольская ул. (Дюртюли), а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", а.д. 80Н-295 ""Базимак - а.д. Дюртюли - Груздевка""";"а.д. 80Н-295 ""Базимак - а.д. Дюртюли - Груздевка"", а.д. 80Н-020 ""Дюртюли - Груздевка"", Шоссейная ул. (Кушулево), а.д. 80Н-020 ""Дюртюли - Груздевка"", Комсомольская ул. (Дюртюли), Ленина ул. (Дюртюли), Василия Горшкова ул. (Дюртюли)";1;NULL;1;NULL
31;107;Уфа (Южный автовокзал) - Суровка;23;""" Южный автовокзал, Ул. Ахметова, Рынок """"Зареченский"""", Михайловка, Суровка, Сады""";"""Сады, Суровка, Михайловка, Рынок """"Зареченский"""", Ул. Ахметова, Южный автовокзал """;NULL;NULL;11;NULL;NULL;11
32;107;Баймак - Юлдыбаево;42; Баймак АВ, Мамбетово, Ишмурзино, Воскресенское, Абдулкаримово, Юлдыбаево;Юлдыбаево, Абдулкаримово, Воскресенское, Ишмурзино, Мамбетово, Баймак АВ ;NULL;NULL;1;1;NULL;NULL
33;108;Нефтекамск - Ст.Уразаево с/о;13,5; Нефтекамск АВ, С/о Арлан, Ташкиново, Очистные сооружения, Ст. Уразаево, С/о Уразаево; С/о Уразаево, Ст. Уразаево, Очистные сооружения, Ташкиново, С/о Арлан, Нефтекамск АВ;NULL;NULL;1;NULL;1;NULL
34;108;Уфа (Южный автовокзал) - Лесхоз;22;""" Южный автовокзал, Зеленая гора, Речная, Автодром, Гаражный кооператив """"Камышлинский"""", Ул. Ахметова, Ул. Пожарского, Речное училище, Школа №46, Рынок """"Зареченский"""", Ул. Шмидта, Михайловский поворот, Станция технического осмотра, п. Ягодная поляна""";"""п. Ягодная поляна, Сады, п. Дмитриевка, Станция технического осмотра, Михайловский поворот, Ул. Шмидта, Рынок """"Зареченский"""", Школа №46, Речное училище, Ул. Пожарского, Ул. Ахметова, Гаражный кооператив """"Камышлинский"""", Сады """"Радуга"""", Автодром, Речная, Зеленая гора, Южный автовокзал """;NULL;NULL;6;6;NULL;NULL
35;108 д;"Уфа (Южный автовокзал) - Село Дмитриевка ";19;"""Южный автовокзал, Зеленая гора, Речная, Автодром, Гаражный кооператив """"Камышлинский"""", Ул. Ахметова, Ул. Пожарского, Речное училище, Школа №46, Рынок """"Зареченский"""", Ул. Шмидта, Михайловский поворот, Станция технического осмотра, п. Дмитриевка """;"""п. Дмитриевка, Станция технического осмотра, Михайловский поворот, Ул. Шмидта, Рынок """"Зареченский"""", Школа №46, Речное училище, Ул. Пожарского, Ул. Ахметова, Гаражный кооператив """"Камышлинский"""", Сады """"Радуга"""", Автодром, Речная, Зеленая гора, Южный автовокзал """;NULL;NULL;4;4;NULL;NULL
